source,current_name,proposed_name,name_decision,name_rationale,module,kind,parameter,current_default,default_decision,default_rationale,migration_note
python,mokken_analysis,analyze_mokken,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.mokken,function,alpha,0.05,require,ADR-0028 rule 2: decision threshold / flag cutoff / stopping rule; no APA 7th source cited for this specific value -> required argument.,"Deprecation: keep alpha=0.05 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,mokken_analysis,analyze_mokken,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.mokken,function,lower_bound,0.3,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ContextMembership,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,_membership_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ContextMembership,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ContextMembershipDesign,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,_design_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ContextMembershipDesign,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LongitudinalDesign,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,_design_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LongitudinalDesign,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LongitudinalStateKind,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,,,n/a,No defaulted parameters.,
python,LongitudinalStateSpec,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,_state_spec_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LongitudinalStateSpec,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,TemporalOccasion,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,_occasion_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,TemporalOccasion,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_context_membership,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.contracts,function,,,n/a,No defaulted parameters.,
python,build_context_membership_design,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.contracts,function,,,n/a,No defaulted parameters.,
python,build_longitudinal_design,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.contracts,function,,,n/a,No defaulted parameters.,
python,build_longitudinal_state_spec,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.contracts,function,autoregressive_coefficient,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_longitudinal_state_spec,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.contracts,function,include_lagged_response_dependence,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_temporal_occasion,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.contracts,function,,,n/a,No defaulted parameters.,
python,CrossedPersonEffectResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.multilevel.estimation,class,,,n/a,No defaulted parameters.,
python,estimate_crossed_person_effects,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,device,'auto',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,estimate_crossed_person_effects,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,item_slopes,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,estimate_crossed_person_effects,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,max_iter,50,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=50 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,estimate_crossed_person_effects,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,person_offsets,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,estimate_crossed_person_effects,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,prior_scale,1.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,estimate_crossed_person_effects,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,tol,1e-08,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-08 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,estimate_crossed_person_effects,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,worker_count,1,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_hierarchical_longitudinal_irt,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,hessian_step,0.001,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep hessian_step=0.001 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_hierarchical_longitudinal_irt,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,item_ids,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_hierarchical_longitudinal_irt,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,max_iter,250,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=250 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_hierarchical_longitudinal_irt,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,tolerance,1e-05,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tolerance=1e-05 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_hierarchical_longitudinal_irt,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,worker_count,1,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_longitudinal_state,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.multilevel.estimation,function,worker_count,1,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
